"country","questionnaire","context","text"
"Ukraine","Manager","Health","Artificial intelligence helps diagnose tuberculosis and other lung conditions — results of using state-of-the-art equipment in Ukraine"
"Ukraine","Manager","PublicFinance","No AI projects are currently deployed or piloted"
"Ukraine","Manager","PublicFinance","__"
"Ukraine","Systems","Health","Відсутні"
"Ukraine","Systems","Health","Відсутній"
"United Arab Emirates","Agency","Agency","U.ask - The UAE federal government's bilingual (Arabic/English) generative AI assistant, integrated into the official national portal u.ae. It provides unified, conversational access to government services and information, automating responses to citizen and resident enquiries across federal entities"
"United Arab Emirates","Agency","Agency","TAMM Platform (AI-supported Government Services)- It consolidates services across more than 50 entities into a single citizen and business journey, with AI delivering personalised recommendations, intelligent document triage, conversational service navigation, and proactive service prompts. TAMM is being repositioned as the operational backbone of Abu Dhabi's ""AI-native government by 2027"" commitment."
"United Arab Emirates","Agency","Agency","(GAIA) secure, government-wide platform that enables federal entities to rapidly develop, deploy, and operate AI agents. It automates internal workflows, augments employee tasks, and powers AI-driven public service delivery at scale , providing a shared sovereign infrastructure layer so individual ministries do not need to build foundational AI capability from scratch."
"Uruguay","Agency","Agency","Agesic - Automatización de asignación sistema ServiceDesk de Agesic con IA"
"Uruguay","Agency","Agency","ANCAP (Administración Nacional de Combustibles, Alcohol y Portland) - Proyección de demanda de gas oíl, gasolinas y gas licuado de petróleo (GLP)"
"Uruguay","Agency","Agency","Ceibal (educación) – Tutorías virtuales"
"Uruguay","Manager","Education","SAT tutors support for marking assignments"
"Uruguay","Manager","Education","PowerBuddy Content generation for teachers embedded in LMS"
"Uruguay","Manager","Education","Aleks adaptive math platform"
"Uruguay","Manager","PublicFinance","Phyton"
"Uruguay","Manager","PublicFinance","Chat GPT / Copilot"
"Uruguay","Systems","Education","OBI chatbot for student guidance in executive functions"
"Uruguay","Systems","Education","Adaptative English Test"
"Uruguay","Systems","Education","School drop out forcasting"
"West Bank and Gaza","Agency","Agency","no applications"
"West Bank and Gaza","Manager","PublicFinance","power BI   for reports  from payroll system , financial  system  ,  tax system and customs ."
"West Bank and Gaza","Manager","PublicFinance","no"
"West Bank and Gaza","Manager","PublicFinance","0"
"West Bank and Gaza","Systems","Education","Data analysis"
"West Bank and Gaza","Systems","Education","Personalization"
"West Bank and Gaza","Systems","Education","Inervention"
"West Bank and Gaza","Systems","Tax","Power BI"
"West Bank and Gaza","Systems","Tax","0"
